Comment,Count
ducky bhai we miss your old roasting videos btw love from your big fans,1
happy million subscribers,1
advance mubarak for million,1
congratulations for ducky family complete,1
waiting for million subscribe inshallah done eid ul adha,1
best vlog ever my day is incomplete without watching your vlogs love you hogaya,1
advance congratulations of million subscriber,1
tikku and shippu went straight to your house was wholesome,1
the way both entered straight to the house was,1
chuchu will be waiting to meet shippu tikku and bulbul in the heaven,1
proud to be a part of umate muhammad saw,1
vote for living hrs in mandi challenge,1
congratulations for million subscribers give us party its party time,1
chuchu will be waiting for tikku shippo and bulbul,1
lets vote for million subscribers before bakra eid,1
lets vote for part of childhood,1
congrats ducky bhai for million subscribe,1
this man never forget to entertain uss luv yu ducky bhhaii,1
ducky vlogs are incomplete without baba,1
advanced congrats for millions ducky bhai i hope you achive diamond plag button soon keep it up bro,1
i think bhai is making best vlogs this year for eid ul adha keep it up very genuine vlog,1
advance mubarak ducky bhai for million subscribers,1
mashaallah very nice shopping shippu rocked tikku shocked,1
lets appreciate how saad bhai puts effort in his video just to put smiles on aur faces,1
who is proud to be a part of ummatemuhmmadsaw,1
vote for bbq full vlog,1
eid mubarak in advance to all ducky family,1
even your vlogs are long or short we enjoy both of them instead watching once we watch thousand times,1
thora sa side pay hojao gussay wala hain man he is such a gentleman,1
its amazing that sheepuu remember his home seedha apny ghar mai ghusa,1
hhhhhhso funny ducky bhaistay blessedallah paak apko hmesha khush rkhy ameeen,1
the relation between you and your animal is also special for allah,1
prouder to be sindhi,1
ducky bhai congratulation for million subscribers or eid bhe mubarak ho both boht love you yarrr,1
ducky bhai koo eid par m ki khushi mill gie mubarak hooo bhai,1
congratulations for millions family and eidulazha mubarik,1
congratulations for million done,1
all ducks are so cute,1
lets vote for cigarette prank on aroob,1
k subscribers complete love you my family,1
lets vote for living in mandi for hours,1
the fact that shippu and tikku both went straight to the home shows you guys really take care of them and play with them,1
we need vlogs at day time,1
lets vote for to min daily vlog,1
who is proud to be muslim stay happy,1
proud to be muslim proud to be a pakistani,1
smoothest entry of shipu in the house at end of the race,1
lets vote who is proud to be a muslim,1
lets vote for ducky reacting to childhood video for hours,1
the fact that shippu and tikku both went striaght to the home shows you guys really take care of them and play with them,1
wah bhai kamal kar diaaa thanks everyone one for millions,1
duckys commentary on the fight was sooo funny,1
lets vote for more vlogs with ducku dolly bulbul and tikku theemy are so cute its too much fun with them sooo cute,1
ducky never disappoint with his funny content vlogsss,1
giving repect to muneeb for hours is more difficilt then watching tiktok,1
you should make partitions between their cage,1
its our pleasure that ducky gives two vlog in a day,1
eid ul adha in advance to all brothers and sisters,1
advance eid mubarak to all guys,1
vote for ducky bhai to upload vlogs daily without any delay,1
now proud to be a ducky fan what a bargain love u,1
i love watching ducky bhai videos he is so funny and always makes me laugh,1
lets vote to saying yes to aroob for hours,1
seriously i never get bored while watching your vlogs love you,1
vote for tika boti,1
mashallah allah may forgive everyones sins ameen and accept everyones eid,1
million soon,1
congratulation million subscriber,1
we want to watch shippo morehe is so cute,1
lets vote for tikka booti,1
lets vote for halaal the big duks,1
hours ma million views awaam ktni weali ha btw mery samny tou asy he thumbnail a gya,1
nice volg,1
give respect to muneeb for hour challenge,1
ducky bhai the great youtuber,1
advance congratulations on million,1
like vote for tikka botii,1
vote for m before eid ul adha,1
who is waiting for duckys million subscribers,1
ducky bhai is literally is kind of youtuber who even if make video mins long ill still watch the full video without getting bored,1
plz take good care of the other ducks they are really cute,1
congratulation in advance for millions,1
advance congratulations for million subscribers love you,1
shippu and tikku and bulbul is so cute,1
ducky bargaining skills literally increased much more than previous year,1
in advance congratulations for m,1
such a lovely video without any fakeness and pure love for animals,1
lets voting saying yes for hr with baba op,1
he is a caring husbandaroob said she wanted a sheep and saadducky said aaj le ata hn,1
watching vlog is temporary skipping sponsor is permanent,1
lets vote for meet up after million,1
chuchu is waiting for all of them ducky bargaining skills are increasing day by daymashallah allah qabool karay ameen,1
inshallah million soon congratulations advance,1
soon well hit m,1
duck bhai allah ap ko khush rakhe ap hamesha grow karte rana allah ap ko hidayat da ameen,1
congratulations in advance for millions subscribe,1
who is proud to be part of rasool saww,1
allah tala hazrat muhammad saw,1
lets see who are proud to be muslim,1
chuchu will be waiting to meet tikku in the jannat i was not expecting that ducky bhai have these bargaining skills,1
the fact that he bargained his way from k to k is stunning,1
vote for revenge for ducky ducks by tikka boti,1
cute bakra sheep and cow nice vlog,1
bulbul is actually giving you respect by leaning his head downhe is thankful for such a caring master,1
love you bro my day is incomplete without your vlog,1
lets vote for giving respect to muneeb bhai for hours,1
im proud to ba pakistan,1
bhot galdi million hone wali hai inshallah,1
big respect for him literally best vlogger ever i have seen,1
ducky bhai velog gang zindabad,1
who wants tikka,1
inshallah ducky bhai ky million jaldi sa karwa dy gy ha q ka ham ducky army ha love you ducky bhai,1
leta vote for saying yes to wife for hrs,1
made my day at raat ka bajy btw shippu was very cute,1
let vote for giving respect to mama for hours,1
baloch army like karta jayo,1
like for tikka botti,1
day do kese ko,1
eid mubarak hoo,1
who wants tikku ka tikka boti on eid al azha,1
let them appreciate to make us laugh,1
i want old ducky back,1
vote here for tikka boti,1
mashaallah great content,1
this guy never fails us to entertain,1
its tika boti time with jay plays,1
only ducky bhai knows how to get content from ducks appreciated man,1
the fun fact shippu follow ducky but ducky follow tikku,1
shippu is so cute qurbani ky janwar ko gali nae dete,1
so close to million family ducky bhai,1
tikka boti bna kr enjoy krein ducky bhai,1
soon millions party toh banti h fans ki duckybhai,1
the next vlog must be your million celebration inshaallah,1
lets vote for tika booti edit i think i am famous,1
i am proud to be muslim alhudulillah,1
who is proud to be part of ummat e mohammed saw,1
a youtuber with ego with everyone and entertainer,1
eid mubarak ho,1
advance congrats for m subscribers,1
ducky bhai million live stream ho jaye,1
shippu be like welcome to mummy daddy house,1
lets vote for spending hours in cage of ducks,1
lets vote ducky bhai bulbul ko bi nehla dain,1
who wants tikka click on this linkhttpspagesdarazpkwowgcpdarazchannelpkthefashionstorethefashionstudiospmaaehomefeaturenavevkszcqpfilterbadgescmicmszebraother click on this linkhttpspagesdarazpkwowgcpdarazchannelpkthefashionstorethefashionstudiospmaaehomefeaturenavevkszcqpfilterbadgescmicmszebraother click on this linkhttpspagesdarazpkwowgcpdarazchannelpkthefashionstorethefashionstudiospmaaehomefeaturenavevkszcqpfilterbadgescmicmszebraother lol its first time i got this much likes,1
lets vote for karahi ducky bhai please please,1
thank you to all fans for watching,1
this man always made us happy,1
shipu is very cute,1
ducky bhai m hone wale he bhot bhot mubarak ho apko,1
it is mentioned in the holy that nothing belongs to man except what he strives for and that he will soon be shown his endeavor and then he will be rewarded for it with the fullest reward,1
ma sha allah sab qurbani ka janwer bohat pyare hai,1
ducky bhai after eid hum ne tikku ka tikka bana dia hai,1
day is incomplete without ducko and dolly fashion,1
i am proud to be muslim alhuldullah,1
lets vote for give respect to muneeb hourshe also have some self respect,1
advance eid and m mubarak,1
brother congratulations in advance for m subscribers a big achievement,1
day is incomplete without you ducky bhai,1
lets vote for muneeb saying yes to saad for hours,1
ducky bhai has talent of making content with every single thingespecially animals well done,1
they never fails to make us laugh,1
lets vote for muneeb saying yes to ducky for hours,1
shippu is so cute,1
i am proud to me that i born in muslim family,1
who is proud to be a part of ummatemhummad pbuh,1
ducky bhai plz dont get break on youtube because teenagers are watching your vlog at night am when teenager see today your vlog is not coming they are very sad,1
chuchu and sippu and tikku and bulbul are so cute,1
advanced congratulations million,1
first time ducky ne achay rate pe liya janwar,1
finally ducky bargining seekh gaya nice sheep,1
